timestamp,run_id,group_id,model_id,model_hash,input_mode,prompt_len,gen_len,image_resolution,image_count,run_index,ttft_ms,tpot_ms,total_latency_ms,tokens_s,image_preprocess_ms,vision_encode_ms,projector_ms,text_prefill_ms,model_load_mem_mb,peak_mem_mb,kv_pkv_prefill_mb,kv_pkv_final_mb,kv_est_mb,kv_payload_ratio,actual_prompt_len,actual_gen_len,image_token_count,total_input_tokens,finish_reason,output_text,output_length,output_nonempty,refusal_detected,status,oom_stage,message_zh
2026/5/15 15:53,run_20260515_155308,prompt64_gen32,meta-llama/Llama-3.2-1B-Instruct,5b851965,text_only,64,32,N/A,N/A,1,29.134,31.223,1028.275,32.03,N/A,N/A,N/A,N/A,2358.129883,2388.2,2,3,3,0.0013,64,32,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over,146,TRUE,FALSE,success,none,成功
2026/5/15 15:53,run_20260515_155308,prompt64_gen32,meta-llama/Llama-3.2-1B-Instruct,5b851965,text_only,64,32,N/A,N/A,2,51.092,56.406,1856.094,17.73,N/A,N/A,N/A,N/A,2358.129883,2388.2,2,3,3,0.0013,64,32,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over,146,TRUE,FALSE,success,none,成功
2026/5/15 15:53,run_20260515_155308,prompt64_gen32,meta-llama/Llama-3.2-1B-Instruct,5b851965,text_only,64,32,N/A,N/A,3,42.509,35.779,1187.447,27.95,N/A,N/A,N/A,N/A,2358.129883,2388.2,2,3,3,0.0013,64,32,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over,146,TRUE,FALSE,success,none,成功
2026/5/15 15:53,run_20260515_155308,prompt64_gen64,meta-llama/Llama-3.2-1B-Instruct,5b851965,text_only,64,64,N/A,N/A,1,39.955,29.74,1943.343,33.62,N/A,N/A,N/A,N/A,2358.129883,2390,2,4,4,0.0017,64,64,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy,290,TRUE,FALSE,success,none,成功
2026/5/15 15:53,run_20260515_155308,prompt64_gen64,meta-llama/Llama-3.2-1B-Instruct,5b851965,text_only,64,64,N/A,N/A,2,33.906,28.05,1829.098,35.65,N/A,N/A,N/A,N/A,2358.129883,2390,2,4,4,0.0017,64,64,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy,290,TRUE,FALSE,success,none,成功
2026/5/15 15:53,run_20260515_155308,prompt64_gen64,meta-llama/Llama-3.2-1B-Instruct,5b851965,text_only,64,64,N/A,N/A,3,27.793,22.9,1493.393,43.67,N/A,N/A,N/A,N/A,2358.129883,2390,2,4,4,0.0017,64,64,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy,290,TRUE,FALSE,success,none,成功
2026/5/15 15:53,run_20260515_155308,prompt64_gen128,meta-llama/Llama-3.2-1B-Instruct,5b851965,text_only,64,128,N/A,N/A,1,27.975,22.815,2948.315,43.83,N/A,N/A,N/A,N/A,2358.129883,2393.8,2,6,6,0.0025,64,128,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick,575,TRUE,FALSE,success,none,成功
2026/5/15 15:53,run_20260515_155308,prompt64_gen128,meta-llama/Llama-3.2-1B-Instruct,5b851965,text_only,64,128,N/A,N/A,2,28.26,22.8,2946.648,43.86,N/A,N/A,N/A,N/A,2358.129883,2393.8,2,6,6,0.0025,64,128,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick,575,TRUE,FALSE,success,none,成功
2026/5/15 15:53,run_20260515_155308,prompt64_gen128,meta-llama/Llama-3.2-1B-Instruct,5b851965,text_only,64,128,N/A,N/A,3,32.055,27.625,3568.107,36.2,N/A,N/A,N/A,N/A,2358.129883,2393.8,2,6,6,0.0025,64,128,N/A,N/A,max_tokens, jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick,575,TRUE,FALSE,success,none,成功
2026/5/15 15:53,run_20260515_155308,prompt128_gen32,meta-llama/Llama-3.2-1B-Instruct,5b851965,text_only,128,32,N/A,N/A,1,85.252,32.275,1118.052,30.98,N/A,N/A,N/A,N/A,2358.129883,2407.9,4,5,5,0.0021,128,32,N/A,N/A,max_tokens, dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog. The quick brown fox jumps over the lazy dog.,140,TRUE,FALSE,success,none,成功
